,City,Country,Latitude,Longitude,Year,Value,Date,Time,Min,TimeNew,VAL_0,Contient
730,Lvov,Poland,49.839683,24.029717,1975,621000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.026994712,Europe
731,Copenhagen,Denmark,55.67594,12.56553,1914,620000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.026951232999999998,Europe
732,Seattle,United States of America,47.60621,-122.33207,1950,620000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.026951232999999998,Americas
733,Shanghai,China,31.22222,121.45806,1900,619000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.026907755,Asia
734,Dresden,Germany,51.05089,13.73832,1925,619000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.026907755,Europe
735,Dresden,Germany,51.05089,13.73832,1914,618000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.026864276,Europe
736,Leipzig,Germany,51.33962,12.37129,1914,618000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.026864276,Europe
737,Newcastle upon Tyne,United Kingdom,54.978253,-1.617781,1900,615000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.026733841,0
738,Lyon,France,45.74846,4.84671,1914,615000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.026733841,Europe
739,Cardiff,Wales,51.481581,-3.17909,1975,615000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.026733841,Europe
740,Handan,China,36.6,114.483333,1975,615000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.026733841,Asia
741,St. Louis,United States of America,38.626978,-90.199403,1900,614000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.026690362000000002,Americas
742,Marseille,France,43.29695,5.38107,1925,612000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.026603405,Europe
743,Bordeaux,France,44.84044,-0.5805,1975,612000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.026603405,Europe
744,Antwerp,Belgium,51.219217,4.402883,1950,610000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.026516447999999998,Europe
745,Sverdlovs'k,Ukraine,48.08455,39.651631,1950,610000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.026516447999999998,Europe
746,San Bernardino,United States of America,34.1,-117.3,1975,609000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.02647297,Americas
747,Chongqing,China,29.56301,106.551557,1925,608000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.026429491,Asia
748,Amman,Jordan,31.95522,35.94503,1975,607000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.026386013,Asia
749,Gwangju,Republic of Korea,35.166667,126.916667,1975,607000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.026386013,Asia
750,Hangzhou,China,30.25,120.166667,1944,606136,/01/01,01/01/1944, 00:00:00,01/01/1944 00:00,0.026348447999999997,Asia
751,Novosibirsk,Russian Federation,55.0415,82.9346,1950,605000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.026299056,0
752,Amsterdam,Netherlands,52.37403,4.88969,1914,601000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.026125142,Europe
753,Paris,France,48.856614,2.352222,1775,600600,/01/01,1775/01/01, 00:00:00,1775/01/01 00:00:00,0.026107751000000002,Europe
754,Xian,China,34.341485,108.940404,800,600000,/01/01,800/01/01, 00:00:00,800/01/01 00:00:00,0.026081662999999998,Asia
755,Xian,China,34.341485,108.940404,805,600000,/01/01,805/01/01, 00:00:00,805/01/01 00:00:00,0.026081662999999998,Asia
756,Beijing,China,39.9075,116.39723,1450,600000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.026081662999999998,Asia
757,Moscow,Russian Federation,55.75222,37.61556,1875,600000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.026081662999999998,0
758,Mexico City,Mexico,19.42847,-99.12766,1914,600000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.026081662999999998,Americas
759,Bogota,Columbia,4.598056,-74.075833,1950,600000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.026081662999999998,Americas
760,Colombo,Sri Lanka,6.9344,79.8428,1950,600000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.026081662999999998,Asia
761,Lahore,Pakistan,31.54972,74.34361,1950,600000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.026081662999999998,Asia
762,Odessa,Russian Federation,46.47747,30.73262,1950,600000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.026081662999999998,0
763,Yangon,Myanmar,16.80528,96.15611,1950,600000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.026081662999999998,Asia
764,Kaifeng,China,34.7986,114.30742,1975,600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.026081662999999998,Asia
765,Luanda,Angola,-8.838333,13.23444,1975,600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.026081662999999998,Africa
766,Thessaloniki,Greece,40.63935,22.944606,1975,600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.026081662999999998,Europe
767,Zigong,China,29.34162,104.77689,1975,600000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.026081662999999998,Asia
768,Istanbul,Turkey,41.005275,28.976944,1815,597600,/01/01,1815/01/01, 00:00:00,1815/01/01 00:00:00,0.025977315,Asia
769,Cairo,Egypt,30.06263,31.24967,1900,595000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.025864271,Africa
770,Dublin,Ireland,53.33306,-6.24889,1950,595000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.025864271,0
771,Jacksonville,United States of America,30.3369,-81.6614,1975,595000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.025864271,Americas
772,Manchester,United Kingdom,53.48095,-2.23743,1875,590000,/01/01,1875/01/01, 00:00:00,1875/01/01 00:00:00,0.025646878999999997,0
773,Santiago,Chile,-33.45,-70.666667,1925,590000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.025646878999999997,0
774,Dakar,Senegal,14.6937,-17.44406,1975,590000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.025646878999999997,Africa
775,Tula,Russian Federation,54.107722,37.573261,1975,590000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.025646878999999997,0
776,Vadodara,India,22.30731,73.181098,1975,588000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.025559922000000002,Asia
777,Guangzhou,China,23.11667,113.25,1900,585000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.025429486,Asia
778,Tbilisi,Georgia,41.709975,44.792989,1950,585000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.025429486,Asia
779,Mumbai,India,19.07283,72.88261,1850,580000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.025212093999999997,Asia
780,Minneapolis,United States of America,39.12194,-93.265011,1914,580000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.025212093999999997,Americas
781,Jeddah,Saudi Arabia,21.543333,39.172778,1975,580000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.025212093999999997,Asia
782,Middlesbrough,United Kingdom,54.57623,-1.23483,1975,580000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.025212093999999997,0
783,Baltimore,United States of America,39.29038,-76.61219,1914,579000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.025168615,Americas
784,Baghdad,Iraq,33.34058,44.40088,1950,579000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.025168615,Asia
785,Paris,France,48.856614,2.352222,1756,576630,/01/01,1756/01/01, 00:00:00,1756/01/01 00:00:00,0.025065571000000002,Europe
786,Madras,India,13.08784,80.27847,1925,575000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.024994701,Asia
787,Leeds,United Kingdom,53.79648,-1.54785,1950,575000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.024994701,0
788,Multan,Pakistan,30.19556,71.47528,1975,575000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024994701,Asia
789,Wroclaw,Germany,51.116667,17.033333,1925,573000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.024907744,Europe
790,Athens,Greece,37.97945,23.71622,1925,571000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.024820787,Europe
791,Istanbul,Turkey,41.005275,28.976944,1800,570000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.024777308999999997,Asia
792,Rome,Italy,41.89474,12.4839,1914,570000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.024777308999999997,Europe
793,Dusseldorf,Germany,51.22172,6.77616,1950,570000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.024777308999999997,Europe
794,Kabul,Afghanistan,34.52813,69.17233,1975,570000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024777308999999997,Asia
795,Wroclaw,Germany,51.116667,17.033333,1975,570000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024777308999999997,Europe
796,Yaroslavl,Russian Federation,57.626072,39.884464,1975,570000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024777308999999997,0
797,Tianjin,China,39.14222,117.17667,1890,569445,/01/01,1890/01/01, 00:00:00,1890/01/01 00:00:00,0.024753177999999997,Asia
798,Harare,Zimbabwe,-17.863889,31.029722,1975,569000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.02473383,Africa
799,Marseille,France,43.29695,5.38107,1914,568000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.024690352000000002,Europe
800,Cincinnati,United States of America,39.162,-84.45689,1925,568000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.024690352000000002,Americas
801,Tabriz,Iran,38.08,46.2919,1975,568000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024690352000000002,Asia
802,Lisbon,Portugal,38.71667,-9.13333,1925,567000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.024646873,Europe
803,Mumbai,India,19.07283,72.88261,1849,566119,/01/01,1849/01/01, 00:00:00,1849/01/01 00:00:00,0.024608569,Asia
804,Karaganda,Kazakhstan,49.833333,73.166667,1975,566000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024603395,Asia
805,Katowice,Poland,50.25842,19.02754,1925,565000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.024559916,Europe
806,Toronto,Canada,43.70011,-79.4163,1925,565000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.024559916,Americas
807,Cape Town,South Africa,-33.92584,18.42322,1950,565000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.024559916,Africa
808,Poznan,Poland,52.40692,16.92993,1975,565000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024559916,Europe
809,Winnipeg,Canada,49.8844,-97.14704,1975,565000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024559916,Americas
810,Naples,Italy,40.851775,14.268122,1900,563000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.024472959,Europe
811,Frankfurt am Main,Germany,50.110922,8.682128,1925,563000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.024472959,Europe
812,Toledo,United States of America,41.571019,-83.966889,1975,563000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024472959,Americas
813,Pittsburgh,United States of America,40.44062,-79.99589,1900,562000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.024429481,Americas
814,Nashville,United States of America,36.166667,-86.783333,1975,562000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024429481,Americas
815,Brussel,Belgium,50.85045,4.34878,1900,561000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.024386002,Europe
816,Salt Lake City,United States of America,40.76078,-111.89105,1975,561000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024386002,Americas
817,Istanbul,Turkey,41.005275,28.976944,1794,560000,/01/01,1794/01/01, 00:00:00,1794/01/01 00:00:00,0.024342524,Asia
818,Milwaukee,United States of America,43.0389,-87.90647,1925,560000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.024342524,Americas
819,Barnaul,Russian Federation,53.36056,83.76361,1975,560000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024342524,0
820,Bologna,Italy,44.49381,11.33875,1975,560000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024342524,Europe
821,Liege,Belgium,50.63373,5.56749,1975,560000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024342524,Europe
822,Paris,France,48.856614,2.352222,1683,559000,/01/01,1683/01/01, 00:00:00,1683/01/01 00:00:00,0.024299045,Europe
823,Xian,China,34.341485,108.940404,1950,559000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.024299045,Asia
824,Omaha,United States of America,41.252363,-95.997988,1975,558000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.024255567000000002,Americas
825,Paris,France,48.856614,2.352222,1750,556000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.02416861,Europe
826,Managua,Nicaragua,12.13282,-86.2504,1975,556000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.02416861,Americas
827,Paris,France,48.856614,2.352222,1748,553000,/01/01,1748/01/01, 00:00:00,1748/01/01 00:00:00,0.024038174,Europe
828,Barcelona,Spain,41.38879,2.15899,1900,552000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.023994696,Europe
829,Detroit,United States of America,42.33143,-83.04575,1914,552000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.023994696,Americas
830,Providence,United States of America,41.823989,-71.412833,1950,551000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.023951217,Americas
831,London,United Kingdom,51.511214,-0.119825,1700,550000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.023907739,0
832,Guangzhou,China,23.11667,113.25,1895,550000,/01/01,1895/01/01, 00:00:00,1895/01/01 00:00:00,0.023907739,Asia
833,Frankfurt am Main,Germany,50.110922,8.682128,1914,550000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.023907739,Europe
834,Bucharest,Romania,44.43225,26.10626,1925,550000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.023907739,Europe
835,Havana,Cuba,23.13302,-82.38304,1925,550000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.023907739,Americas
836,Recife,Brazil,-8.05389,-34.88111,1950,550000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.023907739,Americas
837,Coimbatore,India,11.00555,76.96612,1975,550000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.023907739,Asia
838,Port-au-Prince,Haiti,18.53917,-72.335,1975,550000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.023907739,Americas
839,Syracuse,United States of America,43.048122,-76.147424,1975,549000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.02386426,Americas
840,Zaragoza,Spain,41.648792,-0.889581,1975,549000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.02386426,Europe
841,Paris,France,48.856614,2.352222,1801,547756,/01/01,1801/01/01, 00:00:00,1801/01/01 00:00:00,0.023810172999999997,Europe
842,Paris,France,48.856614,2.352222,1800,547000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.023777303,Europe
843,Allahabad,India,25.44894,81.83328,1975,544000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.023646867999999998,Asia
844,Pretoria,South Africa,-25.74486,28.18783,1975,544000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.023646867999999998,Africa
845,Wroclaw,Germany,51.116667,17.033333,1914,543000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.023603389,Europe
846,Lodz,Poland,51.75,19.46667,1925,543000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.023603389,Europe
847,La Plata,Argentina,-34.92145,-57.95453,1975,542000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.023559911,Americas
848,Paris,France,48.856614,2.352222,1675,540000,/01/01,1675/01/01, 00:00:00,1675/01/01 00:00:00,0.023472954,Europe
849,Dresden,Germany,51.05089,13.73832,1900,540000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.023472954,Europe
850,Alexandria,Egypt,31.200092,29.918739,1925,540000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.023472954,Africa
851,Jabalpur,India,23.16697,79.95006,1975,540000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.023472954,Asia
852,Madrid,Spain,40.416775,-3.703789,1900,539000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.023429475,Europe
853,Johannesburg,South Africa,-26.20227,28.04363,1925,538000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.023385997000000002,Africa
854,Buffalo,United States of America,42.9047,-78.8494,1925,536000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.02329904,Americas
855,Edmonton,Canada,53.55014,-113.46871,1975,535000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.023255561,Americas
856,Makassar,Indonesia,-5.14,119.4221,1975,535000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.023255561,Asia
857,Sheffield,United Kingdom,53.381128,-1.470086,1925,534000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.023212082999999998,0
858,Valencia,Spain,39.469908,-0.376289,1950,534000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.023212082999999998,Europe
859,Saint Petersburg,Russian Federation,59.89444,30.26417,1852,532241,/01/01,1852/01/01, 00:00:00,1852/01/01 00:00:00,0.023135604,0
860,Leipzig,Germany,51.33962,12.37129,1900,532000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.023125126,Europe
861,Jinan,China,36.650997,117.120497,1950,532000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.023125126,Asia
862,Edinburgh,United Kingdom,55.95206,-3.19648,1950,531000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.023081647,0
863,Paris,France,48.856614,2.352222,1700,530000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.023038169,Europe
864,Krasnodar,Russian Federation,45.006247,38.960626,1975,530000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.023038169,0
865,Quebec,Canada,46.81228,-71.21454,1975,530000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.023038169,Americas
866,London,United Kingdom,51.511214,-0.119825,1690,527000,/01/01,1690/01/01, 00:00:00,1690/01/01 00:00:00,0.022907733,0
867,Montreal,Canada,45.50884,-73.58781,1914,526000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.022864255,Americas
868,Richmond,United States of America,37.5333,77.4667,1975,526000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022864255,Americas
869,Lodz,Poland,51.75,19.46667,1914,525000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.022820776,Europe
870,Sheffield,United Kingdom,53.381128,-1.470086,1914,525000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.022820776,0
871,Vancouver,Canada,49.24966,-123.11934,1950,525000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.022820776,Americas
872,Bonn,Germany,50.73438,7.09548,1975,525000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022820776,Europe
873,Cochin,India,9.93988,76.26022,1975,525000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022820776,Asia
874,Panama City,Panama,8.994297,-79.518852,1975,525000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022820776,Americas
875,Madras,India,13.08784,80.27847,1914,522000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.022690341,Asia
876,Kansas City,United States of America,39.11417,-94.62746,1925,521000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.022646862,Americas
877,Turin,Italy,45.07049,7.68682,1925,520000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.022603384,Europe
878,Izhevsk,Russian Federation,56.84976,53.20448,1975,520000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022603384,0
879,Allentown,United States of America,40.17789,-74.58349,1975,519000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022559905,Americas
880,Goiania,Brazil,-16.67861,-49.25389,1975,518000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022516427000000002,Americas
881,Kyoto,Japan,35.02107,135.75385,1914,517000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.022472948,Asia
882,Hangzhou,China,30.25,120.166667,1950,517000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.022472948,Asia
883,Dar-es-Salaam,Tanzania,-6.822921,39.269661,1975,517000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022472948,Africa
884,Cincinnati,United States of America,39.162,-84.45689,1914,515000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.022385991,Americas
885,Stuttgart,Germany,48.78232,9.17702,1950,515000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.022385991,Europe
886,Dhanbad,India,23.80199,86.44324,1975,515000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022385991,Asia
887,Hamilton,Canada,43.250022,79.866092,1975,515000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022385991,Americas
888,Dallas,United States of America,32.78014,-96.800451,1950,514000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.022342512999999998,Americas
889,Okayama,Japan,34.661753,133.916667,1975,513000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022299034,Asia
890,Suzhou,China,31.3,120.6,1950,511000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.022212077,Asia
891,Amsterdam,Netherlands,52.37403,4.88969,1900,510000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.022168599,Europe
892,Rhondda,Wales,51.65896,-3.44885,1914,510000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.022168599,Europe
893,Khabarovsk,Russian Federation,48.48272,135.08379,1975,510000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022168599,0
894,Paris,France,48.856614,2.352222,1714,509640,/01/01,1714/01/01, 00:00:00,1714/01/01 00:00:00,0.022152946,Europe
895,Toulouse,France,43.60426,1.44367,1975,509000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.02212512,Europe
896,Baltimore,United States of America,39.29038,-76.61219,1900,508000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.022081642000000002,Americas
897,Lyon,France,45.74846,4.84671,1900,508000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.022081642000000002,Europe
898,Vladivostok,Russian Federation,43.10562,131.87353,1975,508000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022081642000000002,0
899,Atlanta,United States of America,33.749,-84.38798,1950,507000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.022038163,Americas
900,Dortmund,Germany,51.51494,7.466,1950,507000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.022038163,Europe
901,Irkutsk,Russian Federation,52.29778,104.29639,1975,507000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.022038163,0
902,Daejeon,Republic of Korea,36.350412,127.384548,1975,506000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.021994685,Asia
903,Springfield,United States of America,42.112411,-72.547455,1975,506000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.021994685,Americas
904,Madras,India,13.08784,80.27847,1900,505000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.021951206,Asia
905,Hyderabad,India,17.38405,78.45636,1914,505000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.021951206,Asia
906,Kazan,Russian Federation,55.790278,49.134722,1950,505000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.021951206,0
907,Orlando,United States of America,28.53834,-81.37924,1975,505000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.021951206,Americas
908,Lille,France,50.628442,3.054975,1925,504000,/01/01,01/01/1925, 00:00:00,01/01/1925 00:00,0.021907727999999998,Europe
909,Saint Petersburg,Russian Federation,59.89444,30.26417,1850,502000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.021820771,0
910,Indianapolis,United States of America,39.76838,-86.15804,1950,502000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.021820771,Americas
911,Lusaka,Zambia,-15.40669,28.28713,1975,501000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.021777292,Africa
912,Ctesiphon,Iraq,33.09378746,44.58006701,622,500000,/01/01,622/01/01, 00:00:00,622/01/01 00:00:00,0.021733814,Asia
913,Xian,China,34.341485,108.940404,900,500000,/01/01,900/01/01, 00:00:00,900/01/01 00:00:00,0.021733814,Asia
914,Cairo,Egypt,30.06263,31.24967,1348,500000,/01/01,1348/01/01, 00:00:00,1348/01/01 00:00:00,0.021733814,Africa
915,Vijayanagar,India,15.335,76.462,1500,500000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.021733814,Asia
916,Agra,India,27.18333,78.01667,1600,500000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.021733814,Asia
917,Agra,India,27.18333,78.01667,1610,500000,/01/01,1610/01/01, 00:00:00,1610/01/01 00:00:00,0.021733814,Asia
918,Lahore,Pakistan,31.54972,74.34361,1622,500000,/01/01,1622/01/01, 00:00:00,1622/01/01 00:00:00,0.021733814,Asia
919,Lahore,Pakistan,31.54972,74.34361,1627,500000,/01/01,1627/01/01, 00:00:00,1627/01/01 00:00:00,0.021733814,Asia
920,Tokyo,Japan,35.6895,139.69171,1650,500000,/01/01,1650/01/01, 00:00:00,1650/01/01 00:00:00,0.021733814,Asia
921,Chorzow,Poland,50.3,18.95,1914,500000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.021733814,Europe
922,Rotterdam,Netherlands,51.9225,4.47917,1914,500000,/01/01,01/01/1914, 00:00:00,01/01/1914 00:00,0.021733814,Europe
923,Donetsk,Ukraine,48.015883,37.80285,1950,500000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.021733814,Europe
924,Novokuznetsk,Russian Federation,53.7557,87.1099,1950,500000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.021733814,0
925,Rostov-on-Don,Russian Federation,47.2333,39.41394,1950,500000,/01/01,01/01/1950, 00:00:00,01/01/1950 00:00,0.021733814,0
926,Asuncion,Paraguay,-25.30066,-57.63591,1975,500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.021733814,Americas
927,Conakry,Guinea,9.53795,-13.67729,1975,500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.021733814,0
928,Da Nang,Vietnam,16.051571,108.214897,1975,500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.021733814,Asia
929,Kingston,Jamaica,17.992731,-76.8,1975,500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.021733814,Americas
930,Youngstown,United States of America,41.1,-80.65,1975,500000,/01/01,01/01/1975, 00:00:00,01/01/1975 00:00,0.021733814,Americas
